Public ref. number,States (EN),Elect. group (EN),Region. group (EN),Year of inscription,Decision No.,Type of candidature,National or Multinational,Title (EN),Short description (EN)
302,China,Group IV,Asia and the Pacific,2009,4.COM 14.04,Urgent Safeguarding List,National,"Traditional Li textile techniques: spinning, dyeing, weaving and embroidering",
212,China,Group IV,Asia and the Pacific,2009,4.COM 13.26,Representative List,National,Xi'an wind and percussion ensemble,
203,China,Group IV,Asia and the Pacific,2009,4.COM 13.27,Representative List,National,Yueju opera,
425,China,Group IV,Asia and the Pacific,2010,5.COM 6.6,Representative List,National,Acupuncture and moxibustion of traditional Chinese medicine,
304,China,Group IV,Asia and the Pacific,2010,5.COM 5.1,Urgent Safeguarding List,National,Meshrep,
418,China,Group IV,Asia and the Pacific,2010,5.COM 6.7,Representative List,National,Peking opera,
321,China,Group IV,Asia and the Pacific,2010,5.COM 5.2,Urgent Safeguarding List,National,Watertight-bulkhead technology of Chinese junks,
322,China,Group IV,Asia and the Pacific,2010,5.COM 5.3,Urgent Safeguarding List,National,Wooden movable-type printing of China,
421,China,Group IV,Asia and the Pacific,2011,6.COM 13.3,Representative List,National,Chinese shadow puppetry,"Chinese shadow puppetry is a form of theatre whereby colourful silhouette figures perform traditional plays against a back-lit cloth screen, accompanied by music and singing. Puppeteers make the figures from leather or paper and manipulate them by means of rods to create the illusion of moving images. The puppeteers' skills of simultaneously manipulating several puppets, improvisational singing, and playing various musical instruments are handed down in families and troupes, passing from master to pupil. Puppetry spreads knowledge, promotes cultural values and entertains the community, especially the youth."
530,China,Group IV,Asia and the Pacific,2011,6.COM 8.6,Urgent Safeguarding List,National,Hezhen Yimakan storytelling,"Narrated in the language of the Hezhen people of north-east China, and taking both verse and prose forms, Yimakan storytelling consists of many independent episodes depicting tribal alliances and battles, including the defeat of monsters and invaders by Hezhen heroes. Yimakan performers improvise stories without instrumental accompaniment, alternating between singing and speaking, and make use of different melodies to represent different characters and plots. Yimakan plays a key role in preserving the Hezhen mother tongue, religion, beliefs, folklore and customs."
624,China,Group IV,Asia and the Pacific,2012,7.COM 9.1,Register of Good Safeguarding Practices,National,Strategy for training coming generations of Fujian puppetry practitioners,"Fujian Puppetry is a Chinese performing art consisting of string and hand puppetry. Faced by new threats to its transmission the local communities formulated the 2008�2020 Strategy for the Training of Coming Generations of Fujian Puppetry Practitioners. This strategy has witnessed a wide participation of practitioners, local people and educational institutions to enhance its sustainability through professional training, compilation of teaching materials, setting up of performing venues, training institutes and exhibition halls, sensitization through formal and non-formal education, regional and international cooperation and artistic exchange."
853,China,Group IV,Asia and the Pacific,2013,8.COM 8.8,Representative List,National,"Chinese Zhusuan, knowledge and practices of mathematical calculation through the abacus","Chinese Zhusuan is a time-honoured traditional method of performing mathematical calculations with an abacus. By moving beads along rods, practitioners can perform addition, subtraction, multiplication, division, exponential multiplication, root and more complicated equations. Zhusuan has been handed down through the generations, using traditional models of oral teaching and self-learning. Beginners can make quick calculations after some fairly basic training, while proficient practitioners develop an agile mind. Zhusuan is widely used in Chinese life and is an important symbol of traditional Chinese culture and identity."
647,China,Group IV,Asia and the Pacific,2016,11.COM 10.b.6,Representative List,National,"The Twenty-Four Solar Terms, knowledge in China of time and practices developed through observation of the sun's annual motion","The ancient Chinese divided the sun's annual circular motion into 24 segments, calling each segment a specific 'Solar Term'. The criteria for its formulation were developed through the observation of changes of seasons, astronomy and other natural phenomena. The element remains of particular importance to farmers for guiding their practices. Some rituals and festivities are associated with the terms, which have contributed to the community's cultural identity. Knowledge of the element is transmitted through formal and informal means of education."
1386,China,Group IV,Asia and the Pacific,2018,13.COM 10.b.8,Representative List,National,"Lum medicinal bathing of Sowa Rigpa, knowledge and practices concerning life, health and illness prevention and treatment among the Tibetan people in China","Lum Medicinal Bathing of Sowa Rigpa is a practice developed by the Tibetan people as part of a life view based on the five elements and a view of health and illness centred on three dynamics (Lung, Tripa and Pekan). In Tibetan, 'Lum' indicates the traditional knowledge and practice of bathing in natural hot springs, herbal waters or steams to adjust the balance of body and mind, ensure health and treat illness. The element plays a key role in improving health conditions and promoting respect for nature."
1608,China; Malaysia,Group IV,Asia and the Pacific,2020,15.COM 8.b.22,Representative List,Multinational,"Ong Chun/Wangchuan/Wangkang ceremony, rituals and related practices for maintaining the sustainable connection between man and the ocean","The Ong Chun ceremony and related practices is rooted in folk customs of worshipping Ong Yah, a deity believed to protect people and their lands from disaster. The element is centered in coastal communities in China's Minnan region and in Melaka, Malaysia. The ceremony includes welcoming Ong Yah to temples or clan halls, delivering 'good brothers' (people lost at sea) from torment, and honouring the connection between man and the ocean. Performances during the procession include different types of dancing."
